codigo_postal,estado,municipio,ciudad,tipo_asentamiento,asentamiento,clave_oficina
11440,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Reforma Pensil,11411
11440,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,San Juanico,11411
11450,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ahuehuetes Anáhuac,11411
11450,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Modelo Pensil,11411
11450,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Peralitos,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Dos Lagos,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lago Norte,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lago Sur,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Los Manzanos,11411
11470,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,5 de Mayo,11411
11470,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Deportivo Pensil,11411
11480,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Francisco I Madero,11411
11480,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Popo,11411
11489,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ampliación Popo,11411
11490,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Cuauhtémoc Pensil,11411
11490,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Pensil Sur,11411
11500,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Irrigación,11591
11510,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco I Sección,11591
11520,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Granada,11591
11529,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ampliación Granada,11591
11530,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco II Sección,11591
11540,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco III Sección,11591
11550,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco IV Sección,11591
11560,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Polanco V Sección,11591
11570,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Chapultepec Morales,11591
11580,Ciudad de México,Miguel Hidalgo,Ciudad de México,Equipamiento,Bosque de Chapultepec I Sección,11591
11590,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Anzures,11591
11600,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Residencial Militar,11801
11610,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Manuel Ávila Camacho,11801
11619,Ciudad de México,Miguel Hidalgo,Ciudad de México,Equipamiento,Campo Militar 1,53001
01000,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,San Ángel,01001
01010,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Los Alpes,01001
01020,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Guadalupe Inn,01001
01030,Ciudad de México,Álvaro Obregón,Ciudad de México,Pueblo,Axotla,01001
01030,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Florida,01001
01040,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Campestre,01001
01049,Ciudad de México,Álvaro Obregón,Ciudad de México,Pueblo,Tlacopac,01001
01050,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ex-Hacienda de Guadalupe Chimalistac,01001
01060,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Altavista,01001
01060,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,San Ángel Inn,01001
01070,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Chimalistac,01001
01080,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Progreso Tizapan,01001
01089,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ermita Tizapan,01001
01090,Ciudad de México,Álvaro Obregón,Ciudad de México,Barrio,La Otra Banda,01001
01090,Ciudad de México,Álvaro Obregón,Ciudad de México,Barrio,Loreto,01001
01090,Ciudad de México,Álvaro Obregón,Ciudad de México,Pueblo,Tizapan,01001
01100,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Pólvora,01131
01109,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,La Conchita,01131
01110,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Belém de las Flores,01131
01110,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Capulín,01131
01110,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ampliación El Capulín,01131
01110,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Liberales de 1857,01131
01120,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Acueducto,01131
01120,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Cove,01131
01120,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Hidalgo,01131
01120,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Las Américas,01131
01125,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Ampliación Acueducto,01131
01130,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Paraíso,01131
01130,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Molino de Santo Domingo,01131
01130,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Real del Monte,01131
01139,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Reacomodo Pino Suárez,01131
01140,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Bellavista,01131
01140,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,José Maria Pino Suárez,01131
01150,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Cristo Rey,01131
01150,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Tolteca,01131
01160,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Bosque,01131
01160,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Isidro Fabela,01131
01160,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Maria G. de García Ruiz,01131
01160,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,1a Victoria,01131
01170,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Abraham M. González,01131
01180,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Carola,01131
01180,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,8 de Agosto,01131
01180,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,San Pedro de los Pinos,01131
01200,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Arturo Martínez,01401
01210,Ciudad de México,Álvaro Obregón,Ciudad de México,Pueblo,Santa Fe,01401
01219,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de Santa Fe,01401
01220,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Bonanza,01401
01220,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Cuevitas,01401
01220,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,El Cuernito,01401
01220,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Mártires de Tacubaya,01401
01220,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Zenón Delgado,01401
07180,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Cocoyotes,07201
07183,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,6 de Junio,07201
07187,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Vista Hermosa,07201
07188,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tlalpexco,07201
07189,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ahuehuetes,07201
07190,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Valle de Madero,07201
07199,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Del Carmen,07201
07200,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cuautepec de Madero,07201
07207,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Del Bosque,07201
07209,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Victoria Cuautepec,07201
07210,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Chalma de Guadalupe,07201
07214,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Chalma de Guadalupe,07201
07220,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Castillo Chico,07201
07220,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Castillo Grande,07201
07224,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Castillo Grande,07201
07230,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Zona Escolar,07201
07239,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Zona Escolar Oriente,07201
07240,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,El Arbolillo,07201
07250,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Benito Juárez,07201
07259,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Benito Juárez,07201
07268,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Solidaridad Nacional,07201
07270,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Residencial Acueducto de Guadalupe,07201
07279,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Acueducto de Guadalupe,07201
07280,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Jorge Negrete,07201
07290,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Pastora,07201
07300,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Norte,07051
07300,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Sur,07051
07310,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,Candelaria Ticomán,07311
07320,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,La Purísima Ticomán,07311
07320,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Residencial la Escalera,07311
07330,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santa María Ticomán,07311
07340,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,La Laguna Ticomán,07311
07340,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San José Ticomán,07311
07350,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,Guadalupe Ticomán,07311
07350,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,San Juan y Guadalupe Ticomán,07311
07359,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,San Rafael Ticomán,07311
07360,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Pedro Zacatenco,07051
07369,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Residencial Zacatenco,07051
07370,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Capultitlan,07001
07380,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Maximino Ávila Camacho,07001
07380,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tlacamaca,07001
07400,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Salvador Díaz Mirón,07001
07410,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Juan González Romero,07001
07410,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Villa Hermosa,07001
07420,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,El Coyol,07001
07420,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Nueva Atzacoalco,07001
07430,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Del Obrero,07001
07440,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Vasco de Quiroga,07001
07450,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,DM Nacional,07001
07455,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ferrocarrilera,07001
07456,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,LI Legislatura,07001
07460,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Granjas Modernas,07001
07469,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Constitución de la República,07001
07470,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación San Juan de Aragón,07001
07480,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Pedro El Chico,07001
07500,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Pradera,07501
01857,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de Chamontoya,01001
01859,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Tlacoyaque,01001
01860,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de La Era,01001
01863,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas del Capulín,01001
01870,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Lomas de los Cedros,01001
01900,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,Jardines del Pedregal,01001
01904,Ciudad de México,Álvaro Obregón,Ciudad de México,Colonia,San Jerónimo Aculco,01001
02000,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Centro de Azcapotzalco,02011
02010,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Los Reyes,02011
02010,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,San Rafael,02011
02010,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Nuevo Barrio San Rafael,02011
02020,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,San Marcos,02011
02020,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Santo Tomás,02011
02040,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Del Maestro,02011
02040,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,San Sebastián,02011
02050,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Libertad,02011
02050,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,Santa María Malinalco,02011
02060,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Sindicato Mexicano de Electricistas,02011
02060,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Un Hogar Para Cada Trabajador,02011
02070,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Del Recreo,02011
02070,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Nextengo,02011
02080,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Clavería,02011
02080,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Sector Naval,02011
02090,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,San Álvaro,02011
02099,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ángel Zimbrón,02011
02100,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,El Rosario,02011
02120,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Martín Xochinahuac,02011
02128,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Nueva El Rosario,02011
02129,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Nueva España,02011
02130,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Tierra Nueva,02011
02140,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Santa Inés,02011
02150,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Pasteros,02011
02160,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,Santo Domingo,02011
02200,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Reynosa Tamaulipas,02011
02230,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,Santa Bárbara,02011
02240,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,San Andrés,02011
02240,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Andrés,02011
02250,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,Santa Catarina,02011
02300,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Industrial Vallejo,02601
02310,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ferrería,02601
02320,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Andrés de las Salinas,02601
02330,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Huautla de las Salinas,02601
02340,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Santa Cruz de las Salinas,02601
02360,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Las Salinas,02601
02400,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Juan Tlihuaca,02431
02410,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Prados del Rosario,02431
02420,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ex-Hacienda El Rosario,02431
02440,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Providencia,02431
02459,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Tezozomoc,02431
02460,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,La Preciosa,02431
02470,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ampliación Petrolera,02431
09360,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Miguel,09201
09360,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación San Miguel,09201
09400,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,San Juanico Nextipac,09081
09400,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Sifón,09081
09410,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Aculco,09081
09410,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Jardines de Churubusco,09081
09410,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Magdalena Atlazolpa,09081
09410,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San José Aculco,09081
09420,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Los Picos VI-B,09081
09420,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Nueva Rosita,09081
09429,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Purísima Atlazolpa,09081
09430,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Apatlaco,09081
09430,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Triunfo,09081
09438,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación El Triunfo,09081
09440,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Retoño,09081
09440,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Andrés Tetepilco,09081
09440,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Zacahuitzco,09081
09450,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Banjidal,09081
09460,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Justo Sierra,09081
09470,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Sinatel,09081
09479,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Sinatel,09081
09480,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Prado,09081
09500,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santa María Aztahuacán,09511
09500,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa María Aztahuacán Ampliación,09511
09510,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santa Martha Acatitla,09511
09520,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Edén,09511
09520,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,San Sebastián Tecoloxtitla,09511
09530,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa Martha Acatitla Sur,09511
09550,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Monte Alban,09511
09560,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Paraje Zacatepec,09511
09570,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa María Aztahuacán,09511
09578,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ejército de Agua Prieta,09511
09600,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santiago Acahualtepec,09511
09608,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santiago Acahualtepec 1ra. Ampliación,09511
09609,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santiago Acahualtepec 2a. Ampliación,09511
09620,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas de Zaragoza,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Corrales,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Acorralado,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Avisadero,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Capilla,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Guadalupe,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Iztlahuaca,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Jardines,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección La Cruz,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Loma Alta,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Mercedes,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Palmitas,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Puente,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Ranchito,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Rancho Bajo,09511
09630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Torres,09511
09637,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Campestre Potrero,09511
09638,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Emiliano Zapata,09511
09640,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas de la Estancia,09511
09640,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Xalpa,09511
02480,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Petrolera,02431
02490,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,San Mateo,02431
02500,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Unidad Cuitláhuac,02011
02519,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,El Jagüey,02011
02520,Ciudad de México,Azcapotzalco,Ciudad de México,Equipamiento,Estación Pantaco,02601
02530,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Jardín Azpeitia,02011
02600,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Pro-Hogar,02601
02630,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Coltongo,02601
02630,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Coltongo,02601
02640,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Monte Alto,02601
02650,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Trabajadores de Hierro,02601
02660,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Euzkadi,02601
02670,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Cosmopolita,02601
02680,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Potrero del Llano,02601
02700,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Miguel Amantla,02431
02710,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Pedro Xalpa,02431
02719,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ampliación San Pedro Xalpa,02431
02720,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,San Antonio,02431
02720,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Bartolo Cahualtongo,02431
02730,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Francisco Tetecala,02431
02750,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,Santiago Ahuizotla,02431
02760,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Industrial San Antonio,02431
02760,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Santa Lucía,02431
02770,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,Santa Cruz Acayucan,02431
02780,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Plenitud,02431
02790,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Santa Apolonia,02431
02800,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Nueva Santa María,02601
02810,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ignacio Allende,02601
02810,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Victoria de las Democracias,02601
02830,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,San Bernabé,02601
02840,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Obrero Popular,02601
02860,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Tlatilco,02601
02870,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,San Salvador Xochimanca,02601
02900,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Aguilera,02601
02910,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Aldana,02601
02920,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ampliación Cosmopolita,02601
02930,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Liberación,02601
02940,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Porvenir,02601
02950,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Del Gas,02601
02960,Ciudad de México,Azcapotzalco,Ciudad de México,Pueblo,San Francisco Xocotitla,02601
02970,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Ampliación Del Gas,02601
02980,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Arenal,02601
02980,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Patrimonio Familiar,02601
02990,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,La Raza,02601
03000,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Piedad Narvarte,03001
03010,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Atenor Salas,03001
03020,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Narvarte Poniente,03001
03023,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Narvarte Oriente,03001
03100,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Del Valle Centro,03001
03100,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Insurgentes San Borja,03001
06720,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Doctores,06401
06760,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Roma Sur,06401
06780,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Buenos Aires,06401
06800,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Obrera,06401
06820,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Tránsito,06401
06840,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Esperanza,06401
06850,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Asturias,06401
